Player,Team,Opponent,Prop,Line,Proj,Prob,Pick,Tier,Diff%
Karl-Anthony Towns,NYK,MIL,AST,3.5,3.28,60.3%,Under,B Tier,-6.3
Caris LeVert,DET,ORL,AST,2.5,2.28,60.2%,Under,B Tier,-8.8
Desmond Bane,ORL,DET,REB,4.5,3.95,60.1%,Under,B Tier,-12.2
Caris LeVert,DET,ORL,REB,2.5,2.25,60.1%,Under,B Tier,-10.0
Bennedict Mathurin,IND,WAS,AST,1.5,1.42,59.9%,Under,B Tier,-5.3
Tyrese Maxey,PHI,BKN,REB,3.5,3.35,59.9%,Under,B Tier,-4.3
Devin Booker,PHX,OKC,AST,6.5,5.92,59.8%,Under,B Tier,-8.9
Ausar Thompson,DET,ORL,AST,2.5,2.21,59.4%,Under,B Tier,-11.6
Bruce Brown,DEN,SAS,AST,1.5,1.42,59.3%,Under,B Tier,-5.3
Gary Trent Jr.,MIL,NYK,AST,1.5,1.42,59.1%,Under,B Tier,-5.3
Shai Gilgeous-Alexander,OKC,PHX,REB,4.5,3.91,59.1%,Under,B Tier,-13.1
Dennis Schroder,SAC,UTA,REB,2.5,2.3,59.1%,Under,B Tier,-8.0
Kris Dunn,LAC,MEM,REB,2.5,2.26,59.0%,Under,B Tier,-9.6
Chet Holmgren,OKC,PHX,AST,1.5,1.42,58.9%,Under,B Tier,-5.3
Grayson Allen,PHX,OKC,REB,2.5,2.26,58.9%,Under,B Tier,-9.6
Wendell Carter Jr.,ORL,DET,AST,1.5,1.42,58.6%,Under,B Tier,-5.3
Goga Bitadze,ORL,DET,AST,1.5,1.42,58.6%,Under,B Tier,-5.3
Ivica Zubac,LAC,MEM,AST,2.5,2.17,58.6%,Under,B Tier,-13.2
Bilal Coulibaly,WAS,IND,AST,3.5,3.34,58.4%,Under,B Tier,-4.6
Ryan Rollins,MIL,NYK,REB,3.5,3.33,58.4%,Under,B Tier,-4.9
Kevin Huerter,CHI,CHA,AST,2.5,2.19,58.4%,Under,B Tier,-12.4
Anthony Black,ORL,DET,REB,2.5,2.29,58.3%,Under,B Tier,-8.4
Ajay Mitchell,OKC,PHX,AST,3.5,3.31,58.3%,Under,B Tier,-5.4
Paul George,PHI,BKN,REB,4.5,4.05,58.1%,Under,B Tier,-10.0
Ajay Mitchell,OKC,PHX,PTS,14.5,15.78,58.1%,Over,B Tier,8.8
Keyonte George,UTA,SAC,REB,4.5,4.06,58.1%,Under,B Tier,-9.8
Coby White,CHI,CHA,REB,3.5,3.37,57.9%,Under,B Tier,-3.7
Isaiah Collier,UTA,SAC,REB,2.5,2.31,57.9%,Under,B Tier,-7.6
Jaden Ivey,DET,ORL,AST,2.5,2.24,57.8%,Under,B Tier,-10.4
Jaden Ivey,DET,ORL,REB,2.5,2.27,57.7%,Under,B Tier,-9.2
Shai Gilgeous-Alexander,OKC,PHX,AST,6.5,5.96,57.7%,Under,B Tier,-8.3
Bogdan Bogdanovic,LAC,MEM,AST,2.5,2.17,57.7%,Under,B Tier,-13.2
Franz Wagner,ORL,DET,AST,3.5,3.33,57.6%,Under,B Tier,-4.9
Ben Sheppard,IND,WAS,AST,1.5,1.42,57.5%,Under,B Tier,-5.3
Miles Bridges,CHA,CHI,AST,3.5,3.41,57.5%,Under,B Tier,-2.6
Collin Sexton,CHA,CHI,REB,2.5,2.3,57.5%,Under,B Tier,-8.0
Noah Clowney,BKN,PHI,AST,1.5,1.42,57.5%,Under,B Tier,-5.3
Zaccharie Risacher,ATL,CLE,AST,1.5,1.42,57.3%,Under,B Tier,-5.3
Nickeil Alexander-Walker,ATL,CLE,REB,3.5,3.31,57.3%,Under,B Tier,-5.4
Nikola Vucevic,CHI,CHA,AST,3.5,3.35,57.3%,Under,B Tier,-4.3
Bruce Brown,DEN,SAS,REB,3.5,3.36,57.1%,Under,B Tier,-4.0
Jaylen Wells,MEM,LAC,PRA,18.5,19.46,57.0%,Over,B Tier,5.2
VJ Edgecombe,PHI,BKN,AST,3.5,3.42,56.9%,Under,B Tier,-2.3
Jamal Murray,DEN,SAS,REB,3.5,3.36,56.9%,Under,B Tier,-4.0
Gary Trent Jr.,MIL,NYK,FG3M,1.5,1.21,56.8%,Under,B Tier,-19.3
Gary Trent Jr.,MIL,NYK,REB,1.5,1.32,56.6%,Under,B Tier,-12.0
Tim Hardaway Jr.,DEN,SAS,AST,1.5,1.42,56.6%,Under,B Tier,-5.3
Isaiah Stewart,DET,ORL,FG3M,0.5,0.66,56.4%,Over,B Tier,32.0
Daniel Gafford,DAL,LAL,AST,1.5,1.42,56.2%,Under,B Tier,-5.3
Duncan Robinson,DET,ORL,REB,2.5,2.3,56.1%,Under,B Tier,-8.0
Malik Monk,SAC,UTA,REB,2.5,2.27,56.0%,Under,B Tier,-9.2
Peyton Watson,DEN,SAS,AST,1.5,1.42,55.9%,Under,B Tier,-5.3
Brandon Williams,DAL,LAL,REB,2.5,2.24,55.6%,Under,B Tier,-10.4
PJ Washington,DAL,LAL,PRA,24.5,21.08,51.7%,Under,B Tier,-14.0
Luka Doncic,LAL,DAL,PTS,33.5,32.71,88.7%,Over,C Tier,-2.4
Joel Embiid,PHI,BKN,PRA,27.5,26.08,85.5%,Over,C Tier,-5.2
Jalen Brunson,NYK,MIL,PTS,30.5,30.41,85.3%,Over,C Tier,-0.3
Nikola Jokic,DEN,SAS,PTS,30.5,30.32,84.9%,Over,C Tier,-0.6
Cade Cunningham,DET,ORL,PTS,26.5,25.88,84.7%,Over,C Tier,-2.3
James Harden,LAC,MEM,PTS,27.5,27.27,83.5%,Over,C Tier,-0.8
John Collins,LAC,MEM,FG3M,1.5,1.2,83.4%,Over,C Tier,-20.0
CJ McCollum,WAS,IND,PRA,25.5,24.72,82.7%,Over,C Tier,-3.1
Keyonte George,UTA,SAC,PRA,32.5,30.41,82.6%,Over,C Tier,-6.4
Ben Sheppard,IND,WAS,FG3M,1.5,1.2,82.2%,Over,C Tier,-20.0
Nicolas Batum,LAC,MEM,FG3M,1.5,1.2,82.2%,Over,C Tier,-20.0
Luka Doncic,LAL,DAL,PRA,50.5,43.94,82.0%,Over,C Tier,-13.0
Lauri Markkanen,UTA,SAC,PRA,34.5,32.63,81.5%,Over,C Tier,-5.4
Zach LaVine,SAC,UTA,PRA,25.5,23.95,81.1%,Over,C Tier,-6.1
DeMar DeRozan,SAC,UTA,PRA,25.5,23.5,80.6%,Over,C Tier,-7.8
Russell Westbrook,SAC,UTA,PRA,30.5,29.27,80.5%,Over,C Tier,-4.0
Franz Wagner,ORL,DET,PRA,33.5,30.87,80.0%,Over,C Tier,-7.9
Keegan Murray,SAC,UTA,PRA,23.5,22.65,80.0%,Over,C Tier,-3.6
Nikola Jokic,DEN,SAS,AST,10.5,8.71,79.7%,Over,C Tier,-17.0
Matas Buzelis,CHI,CHA,FG3M,1.5,1.21,79.6%,Over,C Tier,-19.3
Deuce McBride,NYK,MIL,FG3M,1.5,1.21,79.5%,Over,C Tier,-19.3
Tyrese Martin,BKN,PHI,FG3M,1.5,1.2,79.5%,Over,C Tier,-20.0
Michael Porter Jr.,BKN,PHI,PRA,33.5,31.71,78.4%,Over,C Tier,-5.3
Jalen Duren,DET,ORL,PRA,33.5,31.05,78.3%,Over,C Tier,-7.3
Max Christie,DAL,LAL,FG3M,1.5,1.2,77.5%,Over,C Tier,-20.0
Ayo Dosunmu,CHI,CHA,FG3M,1.5,1.21,77.4%,Over,C Tier,-19.3
Nikola Vucevic,CHI,CHA,PRA,31.5,29.59,76.7%,Over,C Tier,-6.1
Chet Holmgren,OKC,PHX,PRA,28.5,27.24,76.5%,Over,C Tier,-4.4
Josh Giddey,CHI,CHA,PRA,38.5,35.69,76.4%,Over,C Tier,-7.3
Rui Hachimura,LAL,DAL,FG3M,1.5,1.2,76.3%,Over,C Tier,-20.0
Vit Krejci,ATL,CLE,FG3M,1.5,1.2,76.2%,Over,C Tier,-20.0
Desmond Bane,ORL,DET,PRA,28.5,26.71,76.2%,Over,C Tier,-6.3
Jalen Suggs,ORL,DET,PRA,25.5,24.9,76.2%,Over,C Tier,-2.4
Isaiah Jackson,IND,WAS,REB,5.5,5.34,76.1%,Over,C Tier,-2.9
Anthony Black,ORL,DET,FG3M,1.5,1.2,75.6%,Over,C Tier,-20.0
De'Aaron Fox,SAS,DEN,PRA,35.5,33.97,75.6%,Over,C Tier,-4.3
Evan Mobley,CLE,ATL,PRA,31.5,29.76,75.1%,Over,C Tier,-5.5
Zaccharie Risacher,ATL,CLE,FG3M,1.5,1.2,75.1%,Over,C Tier,-20.0
LaMelo Ball,CHA,CHI,PRA,31.5,29.36,75.0%,Over,C Tier,-6.8
Cooper Flagg,DAL,LAL,PRA,25.5,25.29,75.0%,Over,C Tier,-0.8
Donovan Mitchell,CLE,ATL,PTS,28.5,28.43,74.9%,Over,C Tier,-0.2
Jaylon Tyson,CLE,ATL,FG3M,1.5,1.21,74.9%,Over,C Tier,-19.3
Coby White,CHI,CHA,PRA,32.5,30.92,74.9%,Over,C Tier,-4.9
James Harden,LAC,MEM,PRA,40.5,36.57,74.6%,Over,C Tier,-9.7
Bennedict Mathurin,IND,WAS,PRA,30.5,29.45,74.4%,Over,C Tier,-3.4
Myles Turner,MIL,NYK,PRA,22.5,22.22,74.4%,Over,C Tier,-1.2
Collin Gillespie,PHX,OKC,PRA,20.5,20.34,74.3%,Over,C Tier,-0.8
Anthony Davis,DAL,LAL,PRA,31.5,29.6,74.3%,Over,C Tier,-6.0
Kawhi Leonard,LAC,MEM,PRA,28.5,26.88,74.3%,Over,C Tier,-5.7
Tobias Harris,DET,ORL,FG3M,1.5,1.2,74.0%,Over,C Tier,-20.0
LeBron James,LAL,DAL,PRA,34.5,31.93,74.0%,Over,C Tier,-7.4
Giannis Antetokounmpo,MIL,NYK,PTS,29.5,28.87,73.6%,Over,C Tier,-2.1
Justin Edwards,PHI,BKN,FG3M,1.5,1.2,73.6%,Over,C Tier,-20.0
Kristaps Porzingis,ATL,CLE,PRA,28.5,26.41,73.4%,Over,C Tier,-7.3
Jordan Clarkson,NYK,MIL,FG3M,1.5,1.21,73.2%,Over,C Tier,-19.3
Cam Spencer,MEM,LAC,FG3M,1.5,1.2,72.6%,Over,C Tier,-20.0
Brice Sensabaugh,UTA,SAC,FG3M,1.5,1.2,72.5%,Over,C Tier,-20.0
Svi Mykhailiuk,UTA,SAC,FG3M,1.5,1.2,72.5%,Over,C Tier,-20.0
Ivica Zubac,LAC,MEM,PRA,31.5,29.59,71.9%,Over,C Tier,-6.1
Bennedict Mathurin,IND,WAS,REB,5.5,5.07,71.5%,Over,C Tier,-7.8
Tyrese Maxey,PHI,BKN,PRA,43.5,37.88,71.0%,Over,C Tier,-12.9
LaMelo Ball,CHA,CHI,AST,7.5,6.93,70.9%,Over,C Tier,-7.6
Dennis Schroder,SAC,UTA,AST,4.5,4.26,70.9%,Over,C Tier,-5.3
Austin Reaves,LAL,DAL,PRA,32.5,29.54,70.9%,Over,C Tier,-9.1
Cade Cunningham,DET,ORL,PRA,40.5,36.75,70.6%,Over,C Tier,-9.3
Kevin Huerter,CHI,CHA,FG3M,1.5,1.21,70.6%,Over,C Tier,-19.3
Jamal Murray,DEN,SAS,PRA,35.5,33.34,70.6%,Over,C Tier,-6.1
Jay Huff,IND,WAS,REB,5.5,5.4,70.5%,Over,C Tier,-1.8
Lu Dort,OKC,PHX,FG3M,1.5,1.2,70.1%,Over,C Tier,-20.0
Josh Giddey,CHI,CHA,AST,8.5,7.7,69.9%,Over,C Tier,-9.4
Alex Sarr,WAS,IND,PRA,30.5,27.63,69.6%,Over,C Tier,-9.4
Ryan Rollins,MIL,NYK,PRA,29.5,26.06,69.6%,Over,C Tier,-11.7
Miles Bridges,CHA,CHI,REB,6.5,6.25,69.5%,Over,C Tier,-3.8
Shai Gilgeous-Alexander,OKC,PHX,PRA,43.5,37.99,69.4%,Over,C Tier,-12.7
Dillon Brooks,PHX,OKC,PRA,22.5,22.45,69.4%,Over,C Tier,-0.2
Andrew Nembhard,IND,WAS,PRA,26.5,26.21,69.3%,Over,C Tier,-1.1
Kon Knueppel,CHA,CHI,PRA,26.5,25.96,69.1%,Over,C Tier,-2.0
Brandon Miller,CHA,CHI,PRA,26.5,25.96,69.1%,Over,C Tier,-2.0
Jalen Johnson,ATL,CLE,PRA,38.5,33.88,68.8%,Over,C Tier,-12.0
Devin Booker,PHX,OKC,PTS,24.5,23.4,68.8%,Over,C Tier,-4.5
Jaren Jackson Jr.,MEM,LAC,PRA,28.5,25.67,68.7%,Over,C Tier,-9.9
Jarrett Allen,CLE,ATL,PRA,24.5,24.36,68.5%,Over,C Tier,-0.6
Lauri Markkanen,UTA,SAC,REB,5.5,5.15,68.3%,Over,C Tier,-6.4
Cade Cunningham,DET,ORL,REB,5.5,5.06,68.2%,Over,C Tier,-8.0
Miles Bridges,CHA,CHI,PRA,28.5,27.13,67.9%,Over,C Tier,-4.8
Kyshawn George,WAS,IND,PRA,27.5,25.73,67.6%,Over,C Tier,-6.4
Malik Monk,SAC,UTA,FG3M,1.5,1.2,67.6%,Over,C Tier,-20.0
LaMelo Ball,CHA,CHI,REB,5.5,5.09,67.5%,Over,C Tier,-7.5
Nicolas Batum,LAC,MEM,REB,3.5,3.39,67.5%,Over,C Tier,-3.1
Tristan da Silva,ORL,DET,FG3M,1.5,1.2,67.3%,Over,C Tier,-20.0
Alex Caruso,OKC,PHX,FG3M,1.5,1.2,66.9%,Over,C Tier,-20.0
Cason Wallace,OKC,PHX,FG3M,1.5,1.2,66.9%,Over,C Tier,-20.0
Myles Turner,MIL,NYK,REB,6.5,6.18,66.2%,Over,C Tier,-4.9
Grayson Allen,PHX,OKC,PRA,20.5,19.79,66.0%,Over,C Tier,-3.5
Russell Westbrook,SAC,UTA,AST,7.5,6.91,66.0%,Over,C Tier,-7.9
Luka Doncic,LAL,DAL,AST,8.5,7.52,65.9%,Over,C Tier,-11.5
Giannis Antetokounmpo,MIL,NYK,PRA,46.5,40.48,65.8%,Over,C Tier,-12.9
Jusuf Nurkic,UTA,SAC,REB,10.5,9.72,65.8%,Over,C Tier,-7.4
Alex Sarr,WAS,IND,REB,9.5,8.76,65.5%,Over,C Tier,-7.8
Brandon Williams,DAL,LAL,AST,4.5,4.39,65.2%,Over,C Tier,-2.4
Ryan Kalkbrenner,CHA,CHI,REB,6.5,6.07,65.0%,Over,C Tier,-6.6
Mark Williams,PHX,OKC,REB,9.5,8.65,64.8%,Over,C Tier,-8.9
Kyle Filipowski,UTA,SAC,REB,6.5,6.24,64.6%,Over,C Tier,-4.0
Ryan Rollins,MIL,NYK,AST,6.5,6.18,64.4%,Over,C Tier,-4.9
Julian Champagnie,SAS,DEN,REB,5.5,5.07,64.3%,Over,C Tier,-7.8
Precious Achiuwa,SAC,UTA,REB,5.5,5.33,64.3%,Over,C Tier,-3.1
Zach Edey,MEM,LAC,PRA,23.5,22.94,64.3%,Over,C Tier,-2.4
Kyshawn George,WAS,IND,REB,5.5,5.07,63.9%,Over,C Tier,-7.8
Kyle Kuzma,MIL,NYK,PRA,19.5,19.27,63.8%,Over,C Tier,-1.2
Donovan Mitchell,CLE,ATL,PRA,39.5,36.73,63.7%,Over,C Tier,-7.0
Jaden Ivey,DET,ORL,FG3M,1.5,1.2,63.7%,Over,C Tier,-20.0
Jamal Murray,DEN,SAS,AST,6.5,6.14,63.7%,Over,C Tier,-5.5
Jalen Johnson,ATL,CLE,REB,9.5,8.46,63.5%,Over,C Tier,-10.9
Kristaps Porzingis,ATL,CLE,REB,6.5,6.28,63.4%,Over,C Tier,-3.4
Egor Demin,BKN,PHI,AST,4.5,4.31,63.4%,Over,C Tier,-4.2
Onyeka Okongwu,ATL,CLE,REB,6.5,6.28,63.1%,Over,C Tier,-3.4
Keldon Johnson,SAS,DEN,REB,6.5,5.94,63.1%,Over,C Tier,-8.6
Drew Eubanks,SAC,UTA,REB,4.5,4.23,63.1%,Over,C Tier,-6.0
Franz Wagner,ORL,DET,REB,5.5,5.06,62.8%,Over,C Tier,-8.0
Caris LeVert,DET,ORL,FG3M,1.5,1.2,62.7%,Over,C Tier,-20.0
Nikola Jokic,DEN,SAS,PRA,54.5,49.38,62.7%,Over,C Tier,-9.4
Bogdan Bogdanovic,LAC,MEM,FG3M,1.5,1.2,62.7%,Over,C Tier,-20.0
Jalen Brunson,NYK,MIL,AST,6.5,6.12,62.6%,Over,C Tier,-5.8
Joel Embiid,PHI,BKN,REB,6.5,6.25,62.6%,Over,C Tier,-3.8
Matas Buzelis,CHI,CHA,REB,5.5,5.11,62.5%,Over,C Tier,-7.1
Collin Gillespie,PHX,OKC,AST,4.5,4.15,62.3%,Over,C Tier,-7.8
Giannis Antetokounmpo,MIL,NYK,REB,9.5,8.47,62.0%,Over,C Tier,-10.8
Luke Kennard,ATL,CLE,FG3M,1.5,1.2,62.0%,Over,C Tier,-20.0
Kon Knueppel,CHA,CHI,REB,5.5,5.09,61.9%,Over,C Tier,-7.5
Kris Dunn,LAC,MEM,AST,2.5,2.22,61.4%,Over,C Tier,-11.2
Vit Krejci,ATL,CLE,AST,1.5,1.42,60.8%,Over,C Tier,-5.3
John Collins,LAC,MEM,REB,5.5,5.23,60.8%,Over,C Tier,-4.9
Tobias Harris,DET,ORL,REB,4.5,4.03,60.7%,Over,C Tier,-10.4
Darius Garland,CLE,ATL,AST,6.5,6.06,60.6%,Over,C Tier,-6.8
Coby White,CHI,CHA,AST,5.5,5.28,60.4%,Over,C Tier,-4.0
Rui Hachimura,LAL,DAL,REB,3.5,3.4,60.1%,Over,C Tier,-2.9
Caris LeVert,DET,ORL,PRA,13.5,13.19,60.0%,Over,C Tier,-2.3
Pascal Siakam,IND,WAS,REB,7.5,6.7,59.9%,Over,C Tier,-10.7
Luke Kornet,SAS,DEN,REB,6.5,6.25,59.9%,Over,C Tier,-3.8
Josh Giddey,CHI,CHA,REB,9.5,8.42,59.8%,Over,C Tier,-11.4
Ben Sheppard,IND,WAS,REB,4.5,4.0,59.7%,Over,C Tier,-11.1
Kyle Kuzma,MIL,NYK,REB,4.5,4.04,59.4%,Over,C Tier,-10.2
Day'Ron Sharpe,BKN,PHI,REB,5.5,5.36,59.4%,Over,C Tier,-2.5
Josh Hart,NYK,MIL,REB,7.5,6.7,59.1%,Over,C Tier,-10.7
Josh Hart,NYK,MIL,PRA,26.5,25.03,59.0%,Over,C Tier,-5.5
Anthony Davis,DAL,LAL,AST,2.5,2.25,58.8%,Over,C Tier,-10.0
Mitchell Robinson,NYK,MIL,REB,6.5,6.24,58.6%,Over,C Tier,-4.0
James Harden,LAC,MEM,REB,5.5,5.08,58.6%,Over,C Tier,-7.6
Kyshawn George,WAS,IND,AST,4.5,4.13,58.5%,Over,C Tier,-8.2
Jake LaRavia,LAL,DAL,REB,2.5,2.25,58.3%,Over,C Tier,-10.0
Kevin Love,UTA,SAC,REB,4.5,4.07,58.2%,Over,C Tier,-9.6
Karl-Anthony Towns,NYK,MIL,PRA,39.5,35.0,58.1%,Over,C Tier,-11.4
Austin Reaves,LAL,DAL,REB,5.5,5.09,58.0%,Over,C Tier,-7.5
Devin Booker,PHX,OKC,PRA,36.5,28.94,57.9%,Over,C Tier,-20.7
Kawhi Leonard,LAC,MEM,REB,4.5,4.04,57.7%,Over,C Tier,-10.2
James Harden,LAC,MEM,AST,8.5,7.58,57.7%,Over,C Tier,-10.8
Mikal Bridges,NYK,MIL,PRA,24.5,23.53,57.6%,Over,C Tier,-4.0
Jalen Brunson,NYK,MIL,PRA,40.5,36.42,57.5%,Over,C Tier,-10.1
Vince Williams Jr.,MEM,LAC,PRA,21.5,21.35,57.5%,Over,C Tier,-0.7
Cedric Coward,MEM,LAC,PRA,21.5,21.35,57.5%,Over,C Tier,-0.7
De'Aaron Fox,SAS,DEN,AST,6.5,6.02,57.3%,Over,C Tier,-7.4
Russell Westbrook,SAC,UTA,REB,7.5,6.69,57.3%,Over,C Tier,-10.8
LeBron James,LAL,DAL,REB,6.5,5.83,57.3%,Over,C Tier,-10.3
AJ Green,MIL,NYK,AST,1.5,1.42,57.2%,Over,C Tier,-5.3
Bilal Coulibaly,WAS,IND,REB,4.5,4.0,56.6%,Over,C Tier,-11.1
Wendell Carter Jr.,ORL,DET,REB,7.5,7.01,56.6%,Over,C Tier,-6.5
Dyson Daniels,ATL,CLE,AST,5.5,5.3,56.3%,Over,C Tier,-3.6
Cam Johnson,DEN,SAS,AST,2.5,2.48,56.3%,Over,C Tier,-0.8
Josh Hart,NYK,MIL,AST,4.5,4.19,56.1%,Over,C Tier,-6.9
Jalen Johnson,ATL,CLE,AST,7.5,6.93,56.0%,Over,C Tier,-7.6
Collin Sexton,CHA,CHI,AST,3.5,3.32,56.0%,Over,C Tier,-5.1
T.J. McConnell,IND,WAS,REB,4.5,3.95,55.9%,Over,C Tier,-12.2
Jarrett Allen,CLE,ATL,AST,1.5,1.42,55.9%,Over,C Tier,-5.3
Pascal Siakam,IND,WAS,PRA,36.5,33.94,55.8%,Over,C Tier,-7.0
Desmond Bane,ORL,DET,AST,4.5,4.11,55.8%,Over,C Tier,-8.7
De'Andre Hunter,CLE,ATL,REB,4.5,4.05,55.5%,Over,C Tier,-10.0
Royce O'Neale,PHX,OKC,REB,5.5,5.08,55.5%,Over,C Tier,-7.6
Jarace Walker,IND,WAS,AST,2.5,2.21,55.4%,Under,C Tier,-11.6
Keegan Murray,SAC,UTA,REB,6.5,5.91,55.4%,Over,C Tier,-9.1
Vince Williams Jr.,MEM,LAC,AST,6.5,5.89,55.4%,Under,C Tier,-9.4
Isaac Okoro,CHI,CHA,AST,1.5,1.42,55.3%,Under,C Tier,-5.3
Jordan Clarkson,NYK,MIL,REB,1.5,1.35,55.2%,Under,C Tier,-10.0
Tristan da Silva,ORL,DET,AST,1.5,1.42,55.2%,Under,C Tier,-5.3
Drake Powell,BKN,PHI,REB,2.5,2.3,55.2%,Under,C Tier,-8.0
Lu Dort,OKC,PHX,REB,3.5,2.82,55.2%,Under,C Tier,-19.4
Anthony Davis,DAL,LAL,REB,9.5,8.33,55.2%,Over,C Tier,-12.3
Dillon Brooks,PHX,OKC,AST,1.5,1.42,55.1%,Under,C Tier,-5.3
Deuce McBride,NYK,MIL,REB,2.5,2.26,54.9%,Under,C Tier,-9.6
Jaylon Tyson,CLE,ATL,AST,1.5,1.42,54.9%,Under,C Tier,-5.3
Santi Aldama,MEM,LAC,REB,5.5,5.1,54.9%,Over,C Tier,-7.3
Cedric Coward,MEM,LAC,REB,5.5,5.05,54.9%,Under,C Tier,-8.2
Malik Monk,SAC,UTA,AST,3.5,3.43,54.8%,Under,C Tier,-2.0
Day'Ron Sharpe,BKN,PHI,AST,1.5,1.42,54.7%,Under,C Tier,-5.3
Mikal Bridges,NYK,MIL,AST,3.5,3.41,54.6%,Under,C Tier,-2.6
Evan Mobley,CLE,ATL,REB,8.5,7.45,54.6%,Over,C Tier,-12.4
Tristan da Silva,ORL,DET,REB,4.5,4.03,54.6%,Over,C Tier,-10.4
Terance Mann,BKN,PHI,AST,3.5,3.53,54.6%,Under,C Tier,0.9
Naji Marshall,DAL,LAL,REB,3.5,3.34,54.6%,Under,C Tier,-4.6
Tobias Harris,DET,ORL,AST,2.5,2.14,54.5%,Under,C Tier,-14.4
Kevin Huerter,CHI,CHA,REB,2.5,2.32,54.5%,Under,C Tier,-7.2
Terance Mann,BKN,PHI,REB,3.5,3.36,54.5%,Under,C Tier,-4.0
Max Christie,DAL,LAL,AST,2.5,2.22,54.5%,Under,C Tier,-11.2
Bogdan Bogdanovic,LAC,MEM,REB,2.5,2.24,54.5%,Under,C Tier,-10.4
Lonzo Ball,CLE,ATL,REB,3.5,3.4,54.4%,Over,C Tier,-2.9
Nikola Vucevic,CHI,CHA,REB,10.5,9.54,54.4%,Over,C Tier,-9.1
Devin Vassell,SAS,DEN,AST,2.5,2.17,54.4%,Over,C Tier,-13.2
Chet Holmgren,OKC,PHX,REB,7.5,6.88,54.4%,Over,C Tier,-8.3
Khris Middleton,WAS,IND,AST,3.5,3.35,54.3%,Under,C Tier,-4.3
Alex Caruso,OKC,PHX,AST,2.5,2.17,54.3%,Under,C Tier,-13.2
Cason Wallace,OKC,PHX,AST,2.5,2.17,54.3%,Under,C Tier,-13.2
Deuce McBride,NYK,MIL,AST,2.5,2.44,54.2%,Under,C Tier,-2.4
Jalen Suggs,ORL,DET,REB,4.5,4.03,54.2%,Under,C Tier,-10.4
Jonas Valanciunas,DEN,SAS,REB,4.5,4.16,54.2%,Over,C Tier,-7.6
Cade Cunningham,DET,ORL,AST,8.5,7.43,54.1%,Under,C Tier,-12.6
Noah Clowney,BKN,PHI,REB,4.5,4.19,54.1%,Over,C Tier,-6.9
Devin Booker,PHX,OKC,REB,3.5,3.34,54.1%,Over,C Tier,-4.6
Naji Marshall,DAL,LAL,AST,2.5,2.22,54.0%,Under,C Tier,-11.2
Zach Edey,MEM,LAC,REB,10.5,9.62,54.0%,Over,C Tier,-8.4
Jalen Brunson,NYK,MIL,REB,3.5,3.41,53.9%,Under,C Tier,-2.6
Goga Bitadze,ORL,DET,REB,4.5,4.23,53.8%,Over,C Tier,-6.0
Cam Johnson,DEN,SAS,REB,4.5,3.97,53.8%,Under,C Tier,-11.8
Luke Kornet,SAS,DEN,AST,2.5,2.21,53.8%,Under,C Tier,-11.6
Andrew Nembhard,IND,WAS,AST,6.5,6.1,53.7%,Over,C Tier,-6.2
Evan Mobley,CLE,ATL,AST,3.5,3.39,53.7%,Over,C Tier,-3.1
Marcus Smart,LAL,DAL,REB,1.5,1.35,53.7%,Under,C Tier,-10.0
Onyeka Okongwu,ATL,CLE,AST,2.5,2.23,53.6%,Over,C Tier,-10.8
Daniel Gafford,DAL,LAL,REB,6.5,5.86,53.6%,Over,C Tier,-9.8
Kawhi Leonard,LAC,MEM,AST,2.5,2.17,53.6%,Under,C Tier,-13.2
Nic Claxton,BKN,PHI,REB,7.5,6.98,53.5%,Over,C Tier,-6.9
DeMar DeRozan,SAC,UTA,REB,3.5,3.34,53.5%,Under,C Tier,-4.6
Jalen Suggs,ORL,DET,AST,5.5,5.27,53.4%,Over,C Tier,-4.2
Jalen Duren,DET,ORL,REB,11.5,10.4,53.3%,Under,C Tier,-9.6
Lonzo Ball,CLE,ATL,AST,3.5,3.47,53.2%,Over,C Tier,-0.9
Tyrese Martin,BKN,PHI,REB,3.5,3.37,53.2%,Under,C Tier,-3.7
Giannis Antetokounmpo,MIL,NYK,AST,6.5,5.94,53.1%,Under,C Tier,-8.6
Brice Sensabaugh,UTA,SAC,REB,2.5,2.3,53.1%,Under,C Tier,-8.0
Svi Mykhailiuk,UTA,SAC,REB,2.5,2.3,53.1%,Under,C Tier,-8.0
Jock Landale,MEM,LAC,REB,4.5,4.22,53.1%,Over,C Tier,-6.2
Zach LaVine,SAC,UTA,REB,3.5,3.33,52.8%,Under,C Tier,-4.9
Austin Reaves,LAL,DAL,AST,4.5,4.11,52.8%,Over,C Tier,-8.7
Andrew Nembhard,IND,WAS,REB,2.5,2.22,52.7%,Under,C Tier,-11.2
De'Andre Hunter,CLE,ATL,AST,2.5,2.23,52.7%,Under,C Tier,-10.8
Donovan Mitchell,CLE,ATL,AST,5.5,5.32,52.7%,Over,C Tier,-3.3
Brandon Miller,CHA,CHI,REB,3.5,3.39,52.7%,Under,C Tier,-3.1
Michael Porter Jr.,BKN,PHI,AST,2.5,2.22,52.7%,Under,C Tier,-11.2
Cooper Flagg,DAL,LAL,AST,3.5,3.57,52.7%,Over,C Tier,2.0
Michael Porter Jr.,BKN,PHI,REB,6.5,5.9,52.6%,Over,C Tier,-9.2
Justin Edwards,PHI,BKN,REB,3.5,3.39,52.6%,Over,C Tier,-3.1
